Berlusconi,Silvio,Forza Italia,Politica,Mediaset,Milan,,,,,,,,,
Maradona,Calcio,Napoli,Argentina,Mano,Mondiale,,,,,,,,,
lago,pesca,acqua,bacino,fiume,montagna,pesca,pesci,,,,,,,
vino,rosso,bianco,calice,bottiglia,Montepulciano,bevanda,,,,,,,,
Cuscino,Dormire,Letto,Testa,Appoggiare,Morbido,,,,,,,,,
Dama,Scacchi,Pedina,Bianco,Nero,mossa,,,,,,,,,
vista,miopia,occhiali,bella,occhi,mozzafiato,panorama,,,,,,,,
Arte,parte,pittura,scrittura,moderna,museo,contemporanea,opera,dipinto,,,,,,
zitto,silenzio,stare,tacere,parlare,muto,,,,,,,,,
volto,viso,faccia,espressione,occhi,naso,bocca,,,,,,,,
Amico,Compagno,Migliore,Affetto,Tesoro,Nemico,,,,,,,,,
Buio,notte,dormire,oscurità,luce,nero,,,,,,,,,
Luna,crateri,crescente,calante,cielo,notte,,,,,,,,,
Oscurità,Buio,Nero,Luce,Paura,Notte,,,,,,,,,
Delfino,animale,acqua,intelligente,Flipper,nuota,,,,,,,,,
Accoltellare,Ferire,Uccidere,pugnalare,Lama,Omicidio,sarah scazzi,sangue,,,,,,,
Sito,Internet,Pc,Luogo,Web,Online,,,,,,,,,
Riordinare,Casa,Mai,Camera,Sempre,Ordine,,,,,,,,,
Panorama,Giornale,Guardare,Vedere,Montagna,Paesaggio,,,,,,,,,
lingua,inglese,bocca,viso,faccia,parlare,conoscere,studiare,,,,,,,
lettera,alfabeto,scrivere,consonanti,vocali,parola,,,,,,,,,
Paradiso,purgatorio,inferno,Dante,morte,peccati,,,,,,,,,
Girasole,campo,fiore,giallo,luce,petali,,,,,,,,,
Tarzan,Jane,scimmie,liane,giungla,Phil Collins,,,,,,,,,
albergo,hotel,residence,Borghese,palazzo,piani,hall,reception,alloggio,,,,,,
lotta,guerra,scontro,combattimento,persone,picchiare,ferire,,,,,,,,
Terra,Pianeta,Zappare,Mare,Vivere,Piedi,,,,,,,,,
labbro,bocca,viso,bacio,superiore,piercing,inferiore,anello,silicone,,,,,,
vincere,perdere,scommessa,partita,premio,podio,,,,,,,,,
Dante,Divina Commedia,Inferno,Cammin,Paradiso,Poeta,,,,,,,,,
Mussolini,Fascismo,Dittatura,Fascio,Leggi,Politica,,,,,,,,,
Arco,frecce,volta,arma,bersaglio,porta,,,,,,,,,
Ronaldo,Cristiano,Calcio,Real Madrid,Pallone,Portogallo,,,,,,,,,
Lettera,busta,e-mail,messaggio,carta,posta,,,,,,,,,
treno,rotaia,vagone,binario,ritardo,prendere,viaggio,,,,,,,,
difesa,ministero,alfano,militare,barriera,proteggere,attacco,scudo,,,,,,,
Istruzione,Cultura,Scuola,Ministro,Laurea,Pubblica,,,,,,,,,
Re Leone,cartone,Disney,Simba,Timon,Pumba,,,,,,,,,
Albero,foglie,tronco,quercia,rami,radici,,,,,,,,,
Pesce,Canna,Barca,Acqua,Mare,Rete,,,,,,,,,
linea,continua,punti,dritto,tratto,retta,segmento,,,,,,,,
Arricchire,Denaro,Incrementare,Guadagnare,Accrescere,Ricco,,,,,,,,,
sviluppo,personale,processo,programma,applicazione,ricerca,software,,,,,,,,
vuoto,pieno,bidone,ideale,cosmico,riempire,memoria,,,,,,,,
Relax,Riposo,Stress,Pausa,Stendersi,Rilassarsi,,,,,,,,,
levare,togliere,alzare,bandiera,mano,rimuovere,,,,,,,,,
liberare,prigione,animale,sciogliere,scarcerare,rinchiudere,,,,,,,,,
Sirius,Black,Harry Potter,padrino,velo,Rowling,,,,,,,,,
scala,gradini,rampa,chiocciola,quaranta,salire,,,,,,,,,
volare,ali,paracadute,aereo,uccelli,saltare,,,,,,,,,
Mistero,Segreto,Oscuro,Rivelare,Giallo,Sapere,,,,,,,,,
Droga,Marjuana,Cocaina,Lsd,Eroina,Sballo,,,,,,,,,
Carta,Credito,Igienica,Scala,Mano,Scrivere,,,,,,,,,
Asilo,Bambini,Politico,Suore,Nido,Scuola,piccolo,anno,,,,,,,
libro,pagina,sfogliare,carta,romanzo,scuola,lettere,parola,studiare,testo,pagine,leggere,studiare,carta,copertina
Io,Tu,Sono,Nome,Persona,Singolare,,,,,,,,,
luce,bolletta,lampada,enel,interruttore,sole,giorno,notte,buio,,,,,,
Luce,giorno,illuminare,buio,lampadina,sole,,,,,,,,,
sera,pomeriggio,mattina,cena,buio,sole,notte,dormire,,,,,,,
sognare,notte,dormire,incubo,desiderio,sonno,,,,,,,,,
Sogno,notte,dormire,incubo,desiderio,sonno,,,,,,,,,
Elfo,orecchie,punta,Legolas,uomo,soprannaturale,,,,,,,,,
Strega,rogo,medioevo,bruciata,donna,sortilegi,,,,,,,,,
Nadal,Tennis,Wimbledon,Campione,Racchetta,Spagna,,,,,,,,,
Mare,acqua,montagna,azzurro,bagno,spiaggia,,,,,,,,,
lato,verso,angolo,parte,fianco,sponda,,,,,,,,,
Calcio,Goal,Stadio,Tifosi,Palla,Sport,,,,,,,,,
Drago,animale,magico,fantasy,ali,squame,,,,,,,,,
Compagnia,Persone,Insieme,Solo,Amicizia,Stare,,,,,,,,,
legge,abuso,giudice,avvocato,regole,stato,giurisprudenza,,,,,,,,
voce,canto,bocca,lingua,verbo,stonata,,,,,,,,,
Campane,messa,suonare,vetro,chiesa,strumento,,,,,,,,,
aiutare,favorire,vantaggio,soccorrere,mano,supporto,coadiuvare,,,,,,,,
affrontare,prova,combattere,duellare,scontrare,termopili,battaglia,sconfiggere,faccia,fronteggiare,,,,,
gamba,arto,protesi,braccio,ginocchio,tibia,perone,coscia,piede,anca,,,,,
visita,gita,museo,guidata,città,turistica,,,,,,,,,
Volante,Polizia,Automobile,Macchina,Guidare,Uccello,,,,,,,,,
destino,oracolo,fine,achille,generale,umanità,mondo,futuro,scritto,,,,,,
Mulan,cinese,uomo,Disney,Mushu,unni,,,,,,,,,
Stima,Valore,Apprezzamento,Ammirazione,Rispetto,Valore,,,,,,,,,
affare,con te,piacere,offerta,comprare,vantaggioso,acquisto,ebay,costo,,,,,,
sorella,fratello,chiamare,vivere,femmina,zia,,,,,,,,,
luogo,nascita,posto,posizione,spazio,zona,regione,stato,complemento,//,,,,,
speranza,roberto,ministro,salute,fiducia,aspettativa,illusione,,,,,,,,
gioco,divertente,playstation,passatempo,ridere,amici,console,,,,,,,,
qualsiasi,qualunque,ogni,tutto,qualcuno,quello,,,,,,,,,
principio,verbo,inizio,fine,avverbio,termine,effetto,,,,,,,,
capitare,essere,arrivare,giungere,giungere,presentarsi,,,,,,,,,
montagna,collina,monte,bianco,rosa,vetta,neve,sci,inverno,,,,,,
marito,moglie,uomo,matrimonio,sposa,coniuge,chiesa,,,,,,,,
corso,correre,strada,parco,stradale,centro,,,,,,,,,
congresso,assemblea,riunione,incontro,persone,importante,,,,,,,,,
cavallo,animale,macchina,carrozza,ferrovia,potenza,,,,,,,,,
smettere,fermare,terminare,arrestare,interrompere,cessare,,,,,,,,,
sentimento,emozione,odio,affetto,amore,passione,,,,,,,,,
esempio,prova,esecizio,simile,test,dimostrare,,,,,,,,,
giorno,notte,sera,giornata,anno,quitidiano,,,,,,,,,
città,villaggio,comune,centro,metropoli,urbano,,,,,,,,,
soldato,guerra,armi,esercito,pace,combattere,,,,,,,,,
soffrire,piangere,ferire,amare,amico,amore,,,,,,,,,
ponte,autostrada,acqua,viadotto,strada,alto,,,,,,,,,
studiare,scuola,università,libro,studente,esame,,,,,,,,,
cattolico,religione,papa,credere,francesco,chiesa,,,,,,,,,
popolo,italia,francia,persone,paese,gruppo,,,,,,,,,
operazione,medico,ospedale,chiurgo,matematica,addizione,,,,,,,,,
secolo,anno,mese,secoli,cento,novecento,ottocento,,,,,,,,
trasformare,cambiare,modificare,mutare,diventare,essere,,,,,,,,,
errore,problema,fallimento,prova,giusto,esatto,,,,,,,,,
riva,acqua,spiaggia,mare,fiume,porto,,,,,,,,,
bruciare,incendio,fuoco,caldo,acqua,accendere,,,,,,,,,
americano,italiano,drink,cocktail,martini,rosso,trump,stati uniti,,,,,,,
cane,animale,domestico,razza,amico,amore,,,,,,,,,
internazionale,mondiale,italia,nationalità,persone,gente,giornale,,,,,,,,
piano,strumento,musica,note,acustico,acustica,guida,programma,,,,,,,
milione,miliardo,cento,soldi,trump,dieci,numero,zeri,sei,,,,,,
